CHARACTERISTIC_ID,CHARACTERISTIC_NAME,Depth,Keep or Not Keep,Category,Flag,NEW_CHARACTERISTIC_NAME
844,"            Semitic languages, n.i.e.",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Semitic languages, n.i.e."
845,        Austro-Asiatic languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Austro-Asiatic languages
846,          Khmer (Cambodian),10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Khmer (Cambodian)
847,          Vietnamese,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Vietnamese
848,"          Austro-Asiatic languages, n.i.e",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Austro-Asiatic languages, n.i.e"
849,        Austronesian languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Austronesian languages
850,          Bikol,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Bikol
851,"          Bisaya, n.o.s.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Bisaya, n.o.s."
852,          Cebuano,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Cebuano
853,          Fijian,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Fijian
854,          Hiligaynon,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Hiligaynon
855,          Ilocano,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Ilocano
856,          Indonesian,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Indonesian
857,          Kankanaey,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kankanaey
858,          Kinaray-a,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kinaray-a
859,          Malagasy languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Malagasy languages
860,            Merina,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Merina
861,"            Malagasy, n.o.s.",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Malagasy, n.o.s."
862,          Malay,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Malay
863,"          Pampangan (Kapampangan, Pampango)",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Pampangan (Kapampangan, Pampango)"
864,          Pangasinan,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Pangasinan
865,"          Tagalog (Pilipino, Filipino)",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Tagalog (Pilipino, Filipino)"
866,          Waray-Waray,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Waray-Waray
867,"          Austronesian languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Austronesian languages, n.i.e."
868,        Creole languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Creole languages
869,          Haitian Creole,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Haitian Creole
870,          Jamaican English Creole,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Jamaican English Creole
871,          Krio,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Krio
872,          Morisyen,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Morisyen
873,          Sango,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Sango
874,"          Creole, n.o.s.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Creole, n.o.s."
875,"          Creole languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Creole languages, n.i.e."
876,        Dravidian languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Dravidian languages
877,          Kannada,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kannada
878,          Malayalam,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Malayalam
879,          Tamil,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tamil
880,          Telugu,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Telugu
881,          Tulu,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tulu
882,"          Dravidian languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Dravidian languages, n.i.e."
883,        Georgian,8,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Georgian
884,        Hmong-Mien languages,8,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Hmong-Mien languages
885,        Indo-European languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Indo-European languages
886,          Albanian,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Albanian
887,          Armenian,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Armenian
888,          Balto-Slavic languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Balto-Slavic languages
889,            Baltic languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Baltic languages
890,              Latvian,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Latvian
891,              Lithuanian,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Lithuanian
892,            Slavic languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Slavic languages
893,              Belarusian,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Belarusian
894,              Bulgarian,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Bulgarian
895,              Czech,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Czech
896,              Macedonian,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Macedonian
897,              Polish,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Polish
898,              Russian,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Russian
899,              Rusyn,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Rusyn
900,              Serbo-Croatian,14,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Serbo-Croatian
901,                Bosnian,16,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Bosnian
902,                Croatian,16,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Croatian
903,                Serbian,16,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Serbian
904,"                Serbo-Croatian, n.i.e.",16,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Serbo-Croatian, n.i.e."
905,              Slovak,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Slovak
906,              Slovene (Slovenian),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Slovene (Slovenian)
907,              Ukrainian,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Ukrainian
908,"              Slavic languages, n.i.e.",14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Slavic languages, n.i.e."
909,          Celtic languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Celtic languages
910,            Irish,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Irish
911,            Scottish Gaelic,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Scottish Gaelic
